occurrence_year,division,homicide_type,occurrence_date,hood_id,day_of_week,season,homicide_count
2006,D12,Shooting,2006-07-02,90,Sunday,Summer,70
2006,D22,Shooting,2006-07-05,20,Wednesday,Summer,70
2006,D51,Shooting,2006-07-11,75,Tuesday,Summer,70
2006,D42,Shooting,2006-07-12,131,Wednesday,Summer,70
2006,D12,Shooting,2006-07-12,115,Wednesday,Summer,70
2006,D23,Stabbing,2006-07-14,1,Friday,Summer,70
2006,D54,Stabbing,2006-07-15,54,Saturday,Summer,70
2006,D52,Shooting,2006-07-17,54,Monday,Summer,70
2006,D54,Other,2006-06-02,66,Friday,Summer,70
2006,D42,Other,2006-07-27,132,Thursday,Summer,70
2006,D11,Other,2006-08-05,85,Saturday,Summer,70
2006,D52,Stabbing,2006-09-11,76,Monday,Fall,70
2006,D52,Stabbing,2006-09-11,76,Monday,Fall,70
2006,D42,Shooting,2006-09-14,117,Thursday,Fall,70
2006,D43,Other,2006-09-17,137,Sunday,Fall,70
2006,D14,Shooting,2006-09-17,85,Sunday,Fall,70
2006,D42,Stabbing,2006-09-17,116,Sunday,Fall,70
2006,D41,Other,2006-09-21,122,Thursday,Fall,70
2006,D51,Other,2006-09-22,75,Friday,Fall,70
2006,D31,Shooting,2006-09-25,21,Monday,Fall,70
2006,D54,Shooting,2006-10-09,43,Monday,Fall,70
2006,D41,Other,2006-10-17,119,Tuesday,Fall,70
2006,D43,Stabbing,2006-10-21,135,Saturday,Fall,70
2006,D22,Other,2006-10-27,16,Friday,Fall,70
2006,D51,Stabbing,2006-10-11,71,Wednesday,Fall,70
2008,D12,Shooting,2008-06-15,111,Sunday,Summer,70
2006,D54,Stabbing,2006-11-05,54,Sunday,Fall,70
2008,D41,Other,2008-06-23,120,Monday,Summer,70
2006,D42,Shooting,2006-11-14,132,Tuesday,Fall,70
2008,D54,Other,2008-06-22,54,Sunday,Summer,70
2006,D11,Other,2006-11-25,114,Saturday,Fall,70
2008,D41,Shooting,2008-07-09,119,Wednesday,Summer,70
2006,D14,Shooting,2006-12-03,77,Sunday,Winter,70
2008,D53,Stabbing,2008-07-14,97,Monday,Summer,70
2006,D42,Other,2006-12-03,132,Sunday,Winter,70
2008,D43,Shooting,2008-07-17,135,Thursday,Summer,70
2017,D12,Stabbing,2017-11-14,113,Tuesday,Fall,65
2006,D51,Other,2006-12-20,72,Wednesday,Winter,70
2006,D14,Shooting,2006-12-25,85,Monday,Winter,70
2006,D23,Stabbing,2006-12-26,1,Tuesday,Winter,70
2006,D31,Shooting,2006-12-27,24,Wednesday,Winter,70
2006,D22,Other,2006-10-06,14,Friday,Fall,70
2007,D42,Shooting,2007-01-01,132,Monday,Winter,86
2007,D54,Shooting,2007-01-11,44,Thursday,Winter,86
2007,D12,Other,2007-01-11,113,Thursday,Winter,86
2007,D42,Shooting,2007-01-14,128,Sunday,Winter,86
2007,D12,Stabbing,2007-01-20,111,Saturday,Winter,86
2007,D43,Shooting,2007-02-04,123,Sunday,Winter,86
2007,D31,Stabbing,2007-02-14,26,Wednesday,Winter,86
2007,D41,Stabbing,2007-03-09,120,Friday,Spring,86
2007,D31,Shooting,2007-03-15,22,Thursday,Spring,86
2007,D13,Shooting,2007-03-17,107,Saturday,Spring,86
2007,D32,Other,2007-03-28,51,Wednesday,Spring,86
2007,D31,Stabbing,2007-04-02,25,Monday,Spring,86
2007,D51,Shooting,2007-04-04,71,Wednesday,Spring,86
2007,D22,Shooting,2007-04-05,2,Thursday,Spring,86
2007,D43,Other,2007-04-06,137,Friday,Spring,86
2007,D32,Stabbing,2007-04-09,33,Monday,Spring,86
2007,D43,Shooting,2007-04-12,70,Thursday,Spring,86
2007,D41,Stabbing,2007-04-13,124,Friday,Spring,86
2007,D31,Shooting,2007-04-21,26,Saturday,Spring,86
2007,D54,Stabbing,2007-04-22,68,Sunday,Spring,86
2007,D51,Other,2007-04-29,76,Sunday,Spring,86
2007,D42,Shooting,2007-05-09,131,Wednesday,Spring,86
2007,D23,Other,2007-05-14,5,Monday,Spring,86
2007,D53,Shooting,2007-05-18,99,Friday,Spring,86
2007,D31,Shooting,2007-05-21,22,Monday,Spring,86
2007,D31,Shooting,2007-05-23,42,Wednesday,Spring,86
2007,D14,Shooting,2007-05-20,78,Sunday,Spring,86
2007,D55,Other,2007-05-26,77,Saturday,Spring,86
2007,D33,Stabbing,2007-06-05,45,Tuesday,Summer,86
2007,D23,Shooting,2007-06-09,2,Saturday,Summer,86
2007,D14,Other,2007-05-30,78,Wednesday,Spring,86
2007,D13,Other,2007-06-17,109,Sunday,Summer,86
2007,D43,Other,2007-05-08,135,Tuesday,Spring,86
2007,D42,Stabbing,2007-06-25,131,Monday,Summer,86
2007,D51,Stabbing,2007-06-29,73,Friday,Summer,86
2007,D42,Shooting,2007-07-04,131,Wednesday,Summer,86
2007,D43,Stabbing,2007-07-07,136,Saturday,Summer,86
2007,D32,Shooting,2007-07-03,31,Tuesday,Summer,86
2007,D43,Stabbing,2007-07-17,137,Tuesday,Summer,86
2007,D13,Shooting,2007-07-21,107,Saturday,Summer,86
2007,D31,Shooting,2007-07-22,25,Sunday,Summer,86
2007,D51,Shooting,2007-07-22,74,Sunday,Summer,86
2007,D52,Shooting,2007-07-22,77,Sunday,Summer,86
2007,D42,Shooting,2007-07-28,131,Saturday,Summer,86
2007,D11,Other,2007-07-28,90,Saturday,Summer,86
2007,D23,Shooting,2007-07-30,1,Monday,Summer,86
2007,D43,Stabbing,2007-07-29,138,Sunday,Summer,86
2007,D51,Shooting,2007-08-04,72,Saturday,Summer,86
2007,D14,Stabbing,2007-08-09,82,Thursday,Summer,86
2007,D53,Stabbing,2007-08-22,55,Wednesday,Summer,86
2007,D22,Stabbing,2007-02-22,14,Thursday,Winter,86
2007,D11,Shooting,2007-08-26,121,Sunday,Summer,86
2007,D41,Other,2007-08-22,123,Wednesday,Summer,86
2007,D42,Other,2007-08-31,129,Friday,Summer,86
2007,D41,Stabbing,2007-09-11,126,Tuesday,Fall,86
2007,D13,Other,2007-09-07,107,Friday,Fall,86
2007,D31,Shooting,2007-08-16,24,Thursday,Summer,86
2007,D31,Other,2007-09-11,113,Tuesday,Fall,86
2007,D52,Shooting,2007-09-19,76,Wednesday,Fall,86
2007,D33,Other,2007-09-25,45,Tuesday,Fall,86
2007,D31,Shooting,2007-09-28,25,Friday,Fall,86
2007,D31,Stabbing,2007-10-02,26,Tuesday,Fall,86
2007,D12,Shooting,2007-10-06,111,Saturday,Fall,86
2007,D13,Shooting,2007-10-08,94,Monday,Fall,86
2007,D31,Shooting,2007-10-09,25,Tuesday,Fall,86
2007,D41,Shooting,2007-10-14,119,Sunday,Fall,86
2007,D33,Other,2007-10-18,48,Thursday,Fall,86
2007,D55,Shooting,2007-10-21,68,Sunday,Fall,86
2007,D22,Shooting,2007-10-27,14,Saturday,Fall,86
2007,D41,Other,2007-09-01,120,Saturday,Fall,86
2007,D31,Stabbing,2007-11-03,25,Saturday,Fall,86
2007,D51,Shooting,2007-11-06,73,Tuesday,Fall,86
2007,D42,Shooting,2007-11-23,118,Friday,Fall,86
2007,D42,Shooting,2007-11-23,132,Friday,Fall,86
2007,D54,Stabbing,2007-11-23,54,Friday,Fall,86
2007,D31,Shooting,2007-11-25,24,Sunday,Fall,86
2007,D43,Shooting,2007-11-28,135,Wednesday,Fall,86
2007,D42,Shooting,2007-12-02,132,Sunday,Winter,86
2007,D42,Shooting,2007-12-14,131,Friday,Winter,86
2007,D51,Shooting,2007-12-23,72,Sunday,Winter,86
2007,D23,Stabbing,2007-12-25,2,Tuesday,Winter,86
2007,D43,Stabbing,2007-12-01,127,Saturday,Winter,86
2007,D51,Other,2007-02-11,77,Sunday,Winter,86
2008,D54,Stabbing,2008-01-01,54,Tuesday,Winter,70
2008,D51,Shooting,2008-01-12,76,Saturday,Winter,70
2008,D55,Shooting,2008-01-17,70,Thursday,Winter,70
2008,D31,Shooting,2008-01-22,26,Tuesday,Winter,70
2008,D43,Shooting,2008-02-01,138,Friday,Winter,70
2006,D42,Shooting,2006-07-12,131,Wednesday,Summer,70
2008,D42,Shooting,2008-07-19,131,Saturday,Summer,70
2011,D41,Other,2011-10-17,120,Monday,Fall,51
2017,D42,Shooting,2017-11-21,131,Tuesday,Fall,65
2008,D22,Shooting,2008-07-20,20,Sunday,Summer,70
2011,D14,Other,2011-10-07,84,Friday,Fall,51
2008,D22,Shooting,2008-07-20,20,Sunday,Summer,70
2017,D43,Shooting,2017-12-04,139,Monday,Winter,65
2013,D31,Shooting,2013-02-24,21,Sunday,Winter,57
2008,D22,Shooting,2008-07-20,20,Sunday,Summer,70
2017,D51,Other,2017-11-29,75,Wednesday,Fall,65
2013,D32,Shooting,2013-06-16,51,Sunday,Summer,57
2007,D23,Stabbing,2007-12-25,2,Tuesday,Winter,86
2017,D43,Other,2017-12-06,133,Wednesday,Winter,65
2013,D23,Shooting,2013-11-24,2,Sunday,Fall,57
2007,D42,Stabbing,2007-06-25,131,Monday,Summer,86
2017,D51,Shooting,2017-11-13,73,Monday,Fall,65
2009,D12,Other,2009-05-20,111,Wednesday,Spring,62
2007,D42,Shooting,2007-07-04,131,Wednesday,Summer,86
2017,D42,Other,2017-12-12,132,Tuesday,Winter,65
2014,D53,Stabbing,2014-11-29,55,Saturday,Fall,58
2008,D31,Shooting,2008-07-26,23,Saturday,Summer,70
2017,D51,Shooting,2017-12-16,77,Saturday,Winter,65
2014,D53,Stabbing,2014-11-29,55,Saturday,Fall,58
2008,D12,Shooting,2008-07-27,110,Sunday,Summer,70
2018,D23,Other,2018-01-03,7,Wednesday,Winter,97
2014,D53,Stabbing,2014-11-29,55,Saturday,Fall,58
2008,D51,Stabbing,2008-08-02,73,Saturday,Summer,70
2018,D23,Shooting,2018-01-09,8,Tuesday,Winter,97
2014,D52,Shooting,2014-11-16,76,Sunday,Fall,58
2008,D14,Other,2008-08-03,86,Sunday,Summer,70
2004,D31,Stabbing,2004-02-20,26,Friday,Winter,64
2014,D51,Stabbing,2014-12-01,71,Monday,Winter,58
2008,D55,Stabbing,2008-08-03,64,Sunday,Summer,70
2018,D22,Shooting,2018-01-19,11,Friday,Winter,97
2014,D41,Stabbing,2014-12-04,127,Thursday,Winter,58
2008,D42,Shooting,2008-08-10,128,Sunday,Summer,70
2018,D22,Shooting,2018-01-19,11,Friday,Winter,97
2014,D11,Stabbing,2014-12-09,88,Tuesday,Winter,58
2008,D32,Shooting,2008-08-24,37,Sunday,Summer,70
2018,D51,Stabbing,2018-01-29,76,Monday,Winter,97
2014,D14,Other,2014-12-15,84,Monday,Winter,58
2008,D42,Shooting,2008-08-26,132,Tuesday,Summer,70
2017,D53,Other,2017-12-31,55,Sunday,Winter,65
2015,D51,Stabbing,2015-01-10,75,Saturday,Winter,59
2008,D23,Other,2008-05-28,1,Wednesday,Spring,70
2008,D51,Other,2008-08-22,77,Friday,Summer,70
2008,D33,Stabbing,2008-09-02,52,Tuesday,Fall,70
2008,D12,Shooting,2008-09-08,110,Monday,Fall,70
2008,D31,Stabbing,2008-09-08,22,Monday,Fall,70
2008,D31,Shooting,2008-09-09,29,Tuesday,Fall,70
2008,D31,Shooting,2008-09-16,24,Tuesday,Fall,70
2008,D42,Stabbing,2008-09-16,118,Tuesday,Fall,70
2008,D31,Shooting,2008-09-22,25,Monday,Fall,70
2008,D22,Shooting,2008-10-03,9,Friday,Fall,70
2008,D31,Other,2008-09-24,26,Wednesday,Fall,70
2008,D31,Shooting,2008-10-09,26,Thursday,Fall,70
2008,D14,Other,2008-10-11,82,Saturday,Fall,70
2008,D42,Stabbing,2008-10-13,131,Monday,Fall,70
2008,D42,Stabbing,2008-10-13,131,Monday,Fall,70
2008,D43,Shooting,2008-10-14,139,Tuesday,Fall,70
2008,D55,Shooting,2008-10-25,70,Saturday,Fall,70
2008,D32,Shooting,2008-10-25,33,Saturday,Fall,70
2008,D14,Other,2008-08-28,78,Thursday,Summer,70
2008,D43,Stabbing,2008-11-18,135,Tuesday,Fall,70
2008,D43,Stabbing,2008-11-18,135,Tuesday,Fall,70
2008,D43,Stabbing,2008-11-18,135,Tuesday,Fall,70
2008,D22,Other,2008-11-23,13,Sunday,Fall,70
2008,D33,Shooting,2008-11-26,43,Wednesday,Fall,70
2008,D22,Stabbing,2008-12-03,18,Wednesday,Winter,70
2008,D12,Stabbing,2008-12-06,112,Saturday,Winter,70
2008,D41,Other,2008-12-25,119,Thursday,Winter,70
2009,D31,Shooting,2009-01-03,21,Saturday,Winter,62
2009,D33,Shooting,2009-01-04,42,Sunday,Winter,62
2009,D54,Other,2009-01-06,44,Tuesday,Winter,62
2009,D12,Stabbing,2009-01-16,91,Friday,Winter,62
2009,D12,Shooting,2009-01-20,110,Tuesday,Winter,62
2009,D12,Shooting,2009-02-01,113,Sunday,Winter,62
2009,D41,Shooting,2009-02-10,135,Tuesday,Winter,62
2009,D31,Shooting,2009-02-22,24,Sunday,Winter,62
2009,D41,Other,2009-07-11,126,Saturday,Summer,62
2009,D12,Shooting,2009-02-26,110,Thursday,Winter,62
2009,D41,Shooting,2009-02-28,126,Saturday,Winter,62
2009,D31,Stabbing,2009-03-12,24,Thursday,Spring,62
2009,D41,Stabbing,2009-04-02,124,Thursday,Spring,62
2009,D55,Stabbing,2009-04-17,70,Friday,Spring,62
2009,D12,Shooting,2009-04-21,110,Tuesday,Spring,62
2009,D12,Shooting,2009-04-22,111,Wednesday,Spring,62
2009,D11,Shooting,2009-05-01,114,Friday,Spring,62
2009,D14,Stabbing,2009-05-05,84,Tuesday,Spring,62
2009,D12,Shooting,2009-05-11,111,Monday,Spring,62
2009,D55,Stabbing,2009-05-20,70,Wednesday,Spring,62
2009,D23,Stabbing,2009-05-20,111,Wednesday,Spring,62
2009,D12,Stabbing,2009-06-15,6,Monday,Summer,62
2009,D32,Other,2009-06-17,31,Wednesday,Summer,62
2009,D51,Stabbing,2009-06-21,70,Sunday,Summer,62
2009,D51,Stabbing,2009-06-21,70,Sunday,Summer,62
2009,D55,Other,2009-05-09,65,Saturday,Spring,62
2009,D31,Other,2009-07-07,25,Tuesday,Summer,62
2009,D43,Shooting,2009-07-19,131,Sunday,Summer,62
2009,D42,Stabbing,2009-07-20,118,Monday,Summer,62
2009,D14,Shooting,2009-07-25,79,Saturday,Summer,62
2009,D53,Shooting,2009-08-01,95,Saturday,Summer,62
2009,D23,Shooting,2009-08-02,1,Sunday,Summer,62
2017,D52,Other,2017-12-31,55,Sunday,Winter,65
2016,D53,Other,2016-04-22,55,Friday,Spring,75
2015,D32,Stabbing,2015-01-17,50,Saturday,Winter,59
2017,D33,Other,2017-12-15,40,Friday,Winter,65
2017,D33,Other,2017-12-15,40,Friday,Winter,65
2015,D32,Shooting,2015-01-27,31,Tuesday,Winter,59
2018,D33,Shooting,2018-02-08,52,Thursday,Winter,97
2015,D14,Shooting,2015-01-31,78,Saturday,Winter,59
2018,D43,Shooting,2018-02-15,134,Thursday,Winter,97
2015,D41,Other,2015-02-04,120,Wednesday,Winter,59
2018,D13,Other,2018-02-26,94,Monday,Winter,97
2015,D55,Shooting,2015-02-28,64,Saturday,Winter,59
2018,D31,Shooting,2018-03-02,24,Friday,Spring,97
2015,D55,Shooting,2015-02-28,64,Saturday,Winter,59
2018,D33,Stabbing,2018-03-06,45,Tuesday,Spring,97
2015,D23,Shooting,2015-03-17,6,Tuesday,Spring,59
2018,D23,Shooting,2018-03-10,2,Saturday,Spring,97
2015,D23,Stabbing,2015-03-21,7,Saturday,Spring,59
2018,D23,Shooting,2018-03-16,8,Friday,Spring,97
2015,D22,Other,2015-03-18,17,Wednesday,Spring,59
2018,D32,Shooting,2018-03-17,31,Saturday,Spring,97
2015,D23,Shooting,2015-03-30,2,Monday,Spring,59
2018,D32,Shooting,2018-03-17,31,Saturday,Spring,97
2015,D13,Other,2015-04-14,92,Tuesday,Spring,59
2018,D41,Shooting,2018-04-06,45,Friday,Spring,97
2015,D41,Stabbing,2015-04-23,122,Thursday,Spring,59
2018,D54,Stabbing,2018-04-10,58,Tuesday,Spring,97
2015,D54,Other,2015-04-09,61,Thursday,Spring,59
2018,D41,Stabbing,2018-04-21,124,Saturday,Spring,97
2015,D43,Stabbing,2015-05-08,136,Friday,Spring,59
2018,D32,Other,2018-04-23,38,Monday,Spring,97
2015,D54,Shooting,2015-05-19,65,Tuesday,Spring,59
2015,D11,Other,2015-05-17,93,Sunday,Spring,59
2015,D11,Shooting,2015-05-20,93,Wednesday,Spring,59
2015,D43,Stabbing,2015-05-25,137,Monday,Spring,59
2015,D43,Shooting,2015-06-01,137,Monday,Summer,59
2015,D54,Stabbing,2015-05-30,60,Saturday,Spring,59
2015,D51,Stabbing,2015-06-03,75,Wednesday,Summer,59
2015,D12,Other,2015-06-12,111,Friday,Summer,59
2015,D14,Shooting,2015-06-28,84,Sunday,Summer,59
2015,D14,Shooting,2015-06-28,84,Sunday,Summer,59
2015,D43,Stabbing,2015-07-12,123,Sunday,Summer,59
2015,D13,Other,2015-07-10,93,Friday,Summer,59
2015,D51,Stabbing,2015-08-03,74,Monday,Summer,59
2015,D14,Shooting,2015-08-04,82,Tuesday,Summer,59
2015,D14,Shooting,2015-08-04,82,Tuesday,Summer,59
2015,D12,Stabbing,2015-08-07,91,Friday,Summer,59
2015,D52,Shooting,2015-08-09,76,Sunday,Summer,59
2015,D51,Shooting,2015-08-19,73,Wednesday,Summer,59
2015,D12,Shooting,2015-08-19,28,Wednesday,Summer,59
2015,D23,Shooting,2015-07-09,2,Thursday,Summer,59
2015,D12,Stabbing,2015-09-06,111,Sunday,Fall,59
2015,D43,Stabbing,2015-09-12,136,Saturday,Fall,59
2015,D43,Stabbing,2015-09-22,135,Tuesday,Fall,59
2015,D43,Shooting,2015-10-01,134,Thursday,Fall,59
2015,D23,Shooting,2015-10-17,1,Saturday,Fall,59
2015,D51,Shooting,2015-10-31,76,Saturday,Fall,59
2015,D53,Shooting,2015-11-04,55,Wednesday,Fall,59
2015,D55,Other,2015-11-10,64,Tuesday,Fall,59
2015,D41,Other,2015-11-10,120,Tuesday,Fall,59
2015,D51,Stabbing,2015-11-13,71,Friday,Fall,59
2015,D42,Stabbing,2015-11-13,118,Friday,Fall,59
2015,D23,Shooting,2015-11-17,1,Tuesday,Fall,59
2015,D23,Shooting,2015-11-30,2,Monday,Fall,59
2015,D52,Shooting,2015-12-11,77,Friday,Winter,59
2015,D33,Shooting,2015-12-11,53,Friday,Winter,59
2015,D51,Stabbing,2015-12-15,76,Tuesday,Winter,59
2015,D31,Shooting,2015-12-15,21,Tuesday,Winter,59
2015,D52,Stabbing,2015-12-11,76,Friday,Winter,59
2015,D41,Other,2015-11-28,121,Saturday,Fall,59
2015,D13,Other,2015-12-20,106,Sunday,Winter,59
2015,D53,Other,2015-12-30,100,Wednesday,Winter,59
2016,D54,Shooting,2016-01-04,61,Monday,Winter,75
2016,D32,Other,2016-01-17,50,Sunday,Winter,75
2016,D22,Shooting,2016-01-20,10,Wednesday,Winter,75
2016,D42,Shooting,2016-01-20,117,Wednesday,Winter,75
2016,D22,Shooting,2016-01-19,18,Tuesday,Winter,75
2016,D43,Shooting,2016-01-24,127,Sunday,Winter,75
2016,D13,Shooting,2016-01-29,31,Friday,Winter,75
2016,D14,Shooting,2016-01-31,78,Sunday,Winter,75
2016,D23,Other,2016-01-30,2,Saturday,Winter,75
2016,D14,Shooting,2016-01-31,78,Sunday,Winter,75
2016,D22,Stabbing,2016-02-03,13,Wednesday,Winter,75
2016,D54,Other,2016-02-07,54,Sunday,Winter,75
2016,D12,Stabbing,2016-02-09,113,Tuesday,Winter,75
2016,D41,Stabbing,2016-02-27,120,Saturday,Winter,75
2016,D23,Shooting,2016-02-28,8,Sunday,Winter,75
2016,D11,Shooting,2016-02-29,139,Monday,Winter,75
2016,D43,Other,2016-02-22,139,Monday,Winter,75
2016,D52,Other,2016-03-04,78,Friday,Spring,75
2016,D42,Shooting,2016-03-20,117,Sunday,Spring,75
2016,D12,Other,2016-03-22,23,Tuesday,Spring,75
2016,D55,Shooting,2016-03-23,70,Wednesday,Spring,75
2016,D51,Shooting,2016-04-02,73,Saturday,Spring,75
2016,D31,Other,2016-04-09,27,Saturday,Spring,75
2016,D53,Shooting,2016-04-13,76,Wednesday,Spring,75
2016,D22,Shooting,2016-04-14,17,Thursday,Spring,75
2016,D54,Shooting,2016-04-17,65,Sunday,Spring,75
2016,D41,Shooting,2016-04-29,119,Friday,Spring,75
2016,D41,Shooting,2016-04-29,119,Friday,Spring,75
2016,D23,Shooting,2016-05-15,1,Sunday,Spring,75
2018,D32,Other,2018-04-23,38,Monday,Spring,97
2018,D32,Other,2018-04-23,38,Monday,Spring,97
2018,D32,Other,2018-04-23,38,Monday,Spring,97
2018,D32,Other,2018-04-23,38,Monday,Spring,97
2018,D32,Other,2018-04-23,38,Monday,Spring,97
2018,D32,Other,2018-04-23,38,Monday,Spring,97
2018,D32,Other,2018-04-23,38,Monday,Spring,97
2018,D32,Other,2018-04-23,38,Monday,Spring,97
2018,D32,Other,2018-04-23,38,Monday,Spring,97
2018,D41,Stabbing,2018-05-06,122,Sunday,Spring,97
2018,D22,Shooting,2018-05-07,10,Monday,Spring,97
2018,D43,Shooting,2018-05-20,135,Sunday,Spring,97
2018,D52,Shooting,2018-05-20,76,Sunday,Spring,97
2018,D14,Stabbing,2018-05-23,95,Wednesday,Spring,97
2018,D54,Other,2018-05-25,57,Friday,Spring,97
2018,D55,Stabbing,2018-05-25,62,Friday,Spring,97
2018,D42,Shooting,2018-05-28,132,Monday,Spring,97
2018,D53,Shooting,2018-05-28,95,Monday,Spring,97
2018,D52,Shooting,2018-05-30,76,Wednesday,Spring,97
2018,D22,Shooting,2018-06-05,18,Tuesday,Summer,97
2018,D11,Stabbing,2018-06-09,84,Saturday,Summer,97
2018,D14,Other,2018-06-09,82,Saturday,Summer,97
2018,D11,Other,2018-06-13,86,Wednesday,Summer,97
2018,D41,Stabbing,2018-06-16,123,Saturday,Summer,97
2018,D53,Other,2018-06-18,75,Monday,Summer,97
2018,D32,Shooting,2018-06-24,32,Sunday,Summer,97
2018,D23,Shooting,2018-06-24,3,Sunday,Summer,97
2018,D23,Shooting,2018-06-24,3,Sunday,Summer,97
2018,D23,Stabbing,2018-06-23,1,Saturday,Summer,97
2018,D51,Shooting,2018-06-25,73,Monday,Summer,97
2018,D52,Shooting,2018-06-30,77,Saturday,Summer,97
2018,D52,Shooting,2018-06-30,77,Saturday,Summer,97
2018,D54,Stabbing,2018-07-01,69,Sunday,Summer,97
2018,D14,Shooting,2018-07-01,78,Sunday,Summer,97
2018,D31,Shooting,2018-07-08,24,Sunday,Summer,97
2018,D31,Shooting,2018-07-09,24,Monday,Summer,97
2018,D41,Other,2018-07-05,120,Thursday,Summer,97
2018,D54,Shooting,2018-07-23,68,Monday,Summer,97
2018,D55,Stabbing,2018-07-21,70,Saturday,Summer,97
2018,D54,Shooting,2018-07-23,68,Monday,Summer,97
2018,D31,Shooting,2018-07-25,21,Wednesday,Summer,97
2012,D51,Other,2012-10-18,75,Thursday,Fall,57
2015,D43,Other,2015-10-15,137,Thursday,Fall,59
2010,D52,Other,2010-09-06,55,Monday,Fall,65
2010,D52,Other,2010-12-29,55,Wednesday,Winter,65
2015,D52,Other,2015-12-14,55,Monday,Winter,59
2018,D23,Shooting,2018-08-15,1,Wednesday,Summer,97
2018,D23,Stabbing,2018-08-18,6,Saturday,Summer,97
2018,D22,Stabbing,2018-08-18,14,Saturday,Summer,97
2018,D51,Shooting,2018-08-19,73,Sunday,Summer,97
2018,D54,Shooting,2018-08-22,69,Wednesday,Summer,97
2018,D12,Shooting,2018-08-22,115,Wednesday,Summer,97
2018,D22,Other,2018-08-13,18,Monday,Summer,97
2018,D12,Stabbing,2018-08-24,113,Friday,Summer,97
2018,D42,Other,2018-08-24,129,Friday,Summer,97
2018,D51,Other,2018-08-29,72,Wednesday,Summer,97
2018,D22,Stabbing,2018-08-18,14,Saturday,Summer,97
2018,D41,Shooting,2018-08-31,120,Friday,Summer,97
2018,D42,Shooting,2018-09-02,132,Sunday,Fall,97
2018,D14,Shooting,2018-09-02,82,Sunday,Fall,97
2018,D12,Shooting,2018-09-08,91,Saturday,Fall,97
2018,D11,Other,2018-09-08,86,Saturday,Fall,97
2018,D23,Stabbing,2018-09-11,7,Tuesday,Fall,97
2018,D43,Shooting,2018-09-14,138,Friday,Fall,97
2018,D42,Shooting,2018-09-18,128,Tuesday,Fall,97
2018,D32,Stabbing,2018-09-19,36,Wednesday,Fall,97
2018,D33,Shooting,2018-09-24,53,Monday,Fall,97
2018,D51,Shooting,2018-09-25,72,Tuesday,Fall,97
2018,D31,Shooting,2018-10-02,27,Tuesday,Fall,97
2018,D42,Shooting,2018-10-03,118,Wednesday,Fall,97
2018,D55,Other,2018-10-04,70,Thursday,Fall,97
2018,D31,Shooting,2018-10-11,26,Thursday,Fall,97
2018,D41,Stabbing,2018-10-20,124,Saturday,Fall,97
2018,D41,Other,2018-10-18,120,Thursday,Fall,97
2018,D51,Other,2018-10-12,75,Friday,Fall,97
2018,D31,Shooting,2018-11-14,23,Wednesday,Fall,97
2018,D43,Shooting,2018-11-18,136,Sunday,Fall,97
2018,D51,Other,2018-11-16,73,Friday,Fall,97
2018,D51,Stabbing,2018-12-06,73,Thursday,Winter,97
2018,D23,Shooting,2018-12-12,6,Wednesday,Winter,97
2018,D31,Shooting,2018-12-18,24,Tuesday,Winter,97
2018,D14,Shooting,2018-12-19,77,Wednesday,Winter,97
2018,D23,Shooting,2018-12-21,2,Friday,Winter,97
2019,D41,Stabbing,2019-01-06,124,Sunday,Winter,79
2019,D23,Shooting,2019-01-09,4,Wednesday,Winter,79
2019,D41,Stabbing,2019-01-08,120,Tuesday,Winter,79
2019,D41,Shooting,2019-01-12,126,Saturday,Winter,79
2019,D12,Stabbing,2019-01-24,111,Thursday,Winter,79
2019,D51,Shooting,2019-02-08,73,Friday,Winter,79
2019,D43,Shooting,2019-02-12,136,Tuesday,Winter,79
2019,D23,Shooting,2019-02-13,4,Wednesday,Winter,79
2019,D22,Shooting,2019-02-10,17,Sunday,Winter,79
2019,D23,Shooting,2019-02-24,2,Sunday,Winter,79
2019,D53,Other,2019-03-04,104,Monday,Spring,79
2019,D31,Shooting,2019-03-11,26,Monday,Spring,79
2019,D11,Other,2019-03-13,91,Wednesday,Spring,79
2019,D23,Other,2019-03-18,7,Monday,Spring,79
2019,D11,Shooting,2019-03-19,93,Tuesday,Spring,79
2019,D53,Shooting,2019-03-08,100,Friday,Spring,79
2019,D52,Stabbing,2019-04-10,76,Wednesday,Spring,79
2019,D12,Stabbing,2019-04-15,110,Monday,Spring,79
2019,D13,Shooting,2019-04-21,107,Sunday,Spring,79
2019,D43,Shooting,2019-04-28,135,Sunday,Spring,79
2019,D23,Shooting,2019-05-01,1,Wednesday,Spring,79
2019,D22,Other,2019-04-28,11,Sunday,Spring,79
2019,D31,Shooting,2019-05-03,21,Friday,Spring,79
2019,D43,Stabbing,2019-05-05,140,Sunday,Spring,79
2019,D14,Other,2019-05-21,93,Tuesday,Spring,79
2019,D52,Stabbing,2019-06-08,76,Saturday,Summer,79
2019,D51,Other,2019-06-06,75,Thursday,Summer,79
2019,D43,Shooting,2019-06-27,136,Thursday,Summer,79
2019,D52,Shooting,2019-06-30,77,Sunday,Summer,79
2019,D12,Shooting,2019-06-29,115,Saturday,Summer,79
2019,D12,Shooting,2019-06-29,115,Saturday,Summer,79
2019,D33,Stabbing,2019-06-27,45,Thursday,Summer,79
2019,D51,Other,2019-07-01,73,Monday,Summer,79
2019,D14,Other,2019-07-18,83,Thursday,Summer,79
2019,D12,Shooting,2019-08-02,28,Friday,Summer,79
